person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
24.0,female,Bachelor,144766.0,1,MORTGAGE,9500.0,HOMEIMPROVEMENT,11.66,0.0656231435558073,2.0,565,Yes,0
25.0,male,High School,144870.0,2,OWN,3000.0,EDUCATION,10.14,0.02070822116380203,3.0,625,Yes,0
23.0,female,High School,85059.0,0,RENT,1600.0,DEBTCONSOLIDATION,11.14,0.018810472730692814,4.0,549,Yes,0
22.0,male,High School,99292.0,0,RENT,1600.0,EDUCATION,11.89,0.01611408774120775,2.0,659,No,0
24.0,female,High School,145176.0,1,MORTGAGE,12000.0,EDUCATION,11.01,0.08265829062654985,4.0,687,Yes,0
25.0,female,High School,16494.0,2,RENT,1550.0,HOMEIMPROVEMENT,15.27,0.09397356614526495,2.0,646,No,1
22.0,male,Associate,145790.0,0,MORTGAGE,20000.0,EDUCATION,14.96,0.13718362027573908,2.0,690,Yes,0
21.0,female,Bachelor,31426.0,3,OWN,5000.0,VENTURE,7.51,0.15910392668491058,2.0,607,Yes,0
22.0,male,Master,42329.0,1,RENT,1550.0,VENTURE,15.21,0.03661792151952562,3.0,610,No,0
25.0,male,High School,146433.0,1,OWN,15000.0,EDUCATION,13.11,0.10243592632808178,4.0,619,Yes,0
26.0,male,Master,33481.0,0,RENT,1525.0,MEDICAL,15.23,0.045548221379289745,3.0,645,Yes,0
25.0,male,High School,146210.0,6,MORTGAGE,13600.0,MEDICAL,11.99,0.09301689350933588,2.0,571,Yes,0
25.0,female,Associate,146223.0,3,MORTGAGE,13000.0,VENTURE,11.01,0.08890530217544436,2.0,669,Yes,0
23.0,male,Master,146357.0,2,MORTGAGE,3600.0,PERSONAL,5.79,0.024597388577246047,4.0,676,Yes,0
24.0,female,Master,146097.0,1,MORTGAGE,20400.0,EDUCATION,10.75,0.13963325735641388,2.0,708,No,0
22.0,female,High School,15170.0,2,RENT,1500.0,VENTURE,6.99,0.09887936717205009,2.0,647,Yes,0
25.0,male,Bachelor,146028.0,3,MORTGAGE,3600.0,EDUCATION,11.83,0.024652806311118415,3.0,665,Yes,0
23.0,male,High School,30690.0,0,OWN,2600.0,VENTURE,11.86,0.08471814923427827,4.0,663,Yes,0
23.0,male,Master,17716.0,0,RENT,1500.0,DEBTCONSOLIDATION,11.01,0.08466922555881688,4.0,580,No,0
21.0,female,High School,146169.0,0,MORTGAGE,7750.0,DEBTCONSOLIDATION,11.01,0.05302081836777976,4.0,564,Yes,0
23.0,female,Master,17618.0,2,RENT,1500.0,MEDICAL,8.88,0.08514019752525825,2.0,660,No,0
25.0,male,High School,147236.0,0,MORTGAGE,15000.0,HOMEIMPROVEMENT,10.37,0.10187725827922518,3.0,665,No,0
22.0,male,High School,30713.0,3,OWN,4525.0,PERSONAL,7.51,0.1473317487708788,4.0,524,Yes,0
25.0,female,Bachelor,18224.0,4,RENT,1500.0,VENTURE,12.99,0.08230904302019315,2.0,663,No,1
23.0,female,Bachelor,147297.0,1,MORTGAGE,16000.0,EDUCATION,13.49,0.10862407245225633,2.0,671,No,0
25.0,male,High School,31196.0,4,OWN,9000.0,VENTURE,11.01,0.288498525451981,3.0,668,Yes,0
25.0,male,Master,133249.0,3,MORTGAGE,12000.0,DEBTCONSOLIDATION,15.99,0.09005696102785012,3.0,624,No,1
22.0,male,High School,30846.0,1,OWN,5000.0,VENTURE,11.89,0.1620955715489853,2.0,654,No,0
22.0,male,High School,147405.0,2,MORTGAGE,6000.0,MEDICAL,6.92,0.04070418235473695,2.0,656,Yes,0
23.0,female,Bachelor,147356.0,0,MORTGAGE,12000.0,PERSONAL,7.29,0.08143543527240153,3.0,664,No,0
22.0,male,Associate,30385.0,0,OWN,10000.0,VENTURE,11.01,0.3291097581043278,2.0,645,Yes,0
26.0,female,Associate,147841.0,5,MORTGAGE,4800.0,EDUCATION,11.01,0.032467312856379486,3.0,676,No,0
22.0,male,Bachelor,30503.0,0,OWN,4750.0,PERSONAL,10.0,0.15572238796183982,4.0,657,Yes,0
25.0,male,High School,147434.0,1,MORTGAGE,20000.0,PERSONAL,13.23,0.1356539197200103,4.0,605,No,0
26.0,female,High School,18402.0,5,RENT,1500.0,PERSONAL,9.25,0.0815128790348875,4.0,683,No,0
21.0,female,Bachelor,19800.0,0,RENT,1500.0,EDUCATION,11.86,0.07575757575757576,2.0,621,Yes,0
26.0,female,High School,147568.0,4,MORTGAGE,6000.0,PERSONAL,7.51,0.040659221511438796,2.0,508,Yes,0
25.0,female,Bachelor,147412.0,1,MORTGAGE,10000.0,PERSONAL,13.57,0.06783708246275744,4.0,596,No,0
25.0,female,High School,147096.0,3,MORTGAGE,10000.0,MEDICAL,8.94,0.06798281394463479,4.0,554,Yes,0
21.0,female,Bachelor,20031.0,0,RENT,1500.0,EDUCATION,11.01,0.07488392990864161,3.0,666,Yes,0
23.0,male,Associate,147360.0,2,MORTGAGE,11200.0,EDUCATION,10.99,0.07600434310532031,3.0,668,Yes,0
25.0,female,High School,20868.0,0,RENT,1500.0,MEDICAL,6.91,0.0718803910293272,4.0,574,Yes,0
21.0,male,High School,21078.0,0,RENT,1500.0,DEBTCONSOLIDATION,18.64,0.07116424708226587,2.0,580,No,1
24.0,female,Master,113578.0,2,MORTGAGE,8475.0,MEDICAL,12.99,0.0746183239711916,4.0,643,No,1
22.0,male,Associate,22425.0,0,RENT,1500.0,HOMEIMPROVEMENT,18.64,0.06688963210702341,2.0,626,No,1
24.0,male,Bachelor,148216.0,4,MORTGAGE,8000.0,PERSONAL,12.68,0.05397527932207049,4.0,673,Yes,0
22.0,male,Associate,148689.0,0,MORTGAGE,7000.0,EDUCATION,7.51,0.04707812951865975,4.0,629,No,0
24.0,male,High School,148677.0,1,MORTGAGE,4750.0,PERSONAL,10.99,0.031948452013425076,3.0,599,Yes,0
21.0,male,Master,22662.0,1,RENT,1500.0,DEBTCONSOLIDATION,12.61,0.06619009796134498,2.0,671,Yes,0
26.0,male,Associate,22862.0,2,RENT,1500.0,EDUCATION,11.36,0.06561105765024933,2.0,639,Yes,0
21.0,female,Bachelor,22724.0,0,RENT,1500.0,PERSONAL,12.87,0.0660095053687731,4.0,636,Yes,0
26.0,female,Bachelor,149810.0,3,MORTGAGE,2000.0,MEDICAL,5.42,0.013350243641946466,4.0,703,No,0
25.0,male,High School,149973.0,0,OWN,10000.0,HOMEIMPROVEMENT,6.54,0.06667866882705553,3.0,644,Yes,0
23.0,female,Bachelor,149477.0,1,MORTGAGE,16000.0,MEDICAL,6.03,0.10703987904493668,4.0,689,Yes,0
21.0,female,Master,22563.0,0,RENT,1500.0,PERSONAL,12.18,0.06648052120728626,4.0,665,No,1
26.0,female,Bachelor,23273.0,6,RENT,1500.0,EDUCATION,5.42,0.06445236969879259,4.0,601,Yes,0
25.0,female,Bachelor,149623.0,4,OWN,2000.0,MEDICAL,11.01,0.013366928881254887,4.0,697,Yes,0
24.0,female,Associate,149887.0,0,MORTGAGE,12000.0,EDUCATION,10.36,0.08006031210178334,4.0,661,Yes,0
22.0,female,Bachelor,29692.0,0,OWN,8000.0,VENTURE,7.51,0.269432843863667,3.0,673,No,0
22.0,female,High School,150077.0,0,MORTGAGE,11000.0,MEDICAL,11.01,0.0732957082031224,3.0,590,Yes,0
26.0,female,Bachelor,135352.0,2,MORTGAGE,20000.0,DEBTCONSOLIDATION,12.53,0.1477628701459897,4.0,677,No,1
22.0,male,Associate,23799.0,0,RENT,1500.0,MEDICAL,11.01,0.06302785831337451,3.0,647,No,1
26.0,female,Bachelor,150185.0,7,MORTGAGE,6000.0,PERSONAL,10.62,0.03995072743616207,2.0,533,Yes,0
26.0,male,Associate,150801.0,4,MORTGAGE,15000.0,PERSONAL,7.29,0.09946883641355163,3.0,667,No,0
23.0,male,Bachelor,150715.0,1,MORTGAGE,5000.0,DEBTCONSOLIDATION,6.62,0.03317519822180937,3.0,659,No,0
21.0,male,High School,136356.0,0,MORTGAGE,16000.0,EDUCATION,13.48,0.11733990436797793,2.0,602,No,1
23.0,male,Master,150836.0,3,MORTGAGE,14400.0,VENTURE,11.01,0.0954679254289427,2.0,597,Yes,0
23.0,male,Associate,29501.0,1,OWN,6000.0,VENTURE,15.23,0.2033829361716552,2.0,612,Yes,0
23.0,male,High School,29962.0,0,OWN,5000.0,EDUCATION,7.49,0.16687804552433083,2.0,641,No,0
25.0,female,Associate,151045.0,4,MORTGAGE,20000.0,EDUCATION,11.71,0.13241087093250356,4.0,655,Yes,0
25.0,male,Associate,151139.0,5,OWN,15000.0,PERSONAL,7.9,0.09924638908554377,3.0,670,Yes,0
23.0,male,High School,24983.0,3,RENT,1500.0,DEBTCONSOLIDATION,9.62,0.06004082776287876,3.0,670,Yes,0
25.0,female,High School,29519.0,2,OWN,6000.0,HOMEIMPROVEMENT,5.42,0.2032589179850266,3.0,632,No,0
24.0,male,Bachelor,24996.0,6,RENT,1500.0,MEDICAL,13.35,0.0600096015362458,4.0,694,Yes,0
22.0,male,High School,26451.0,1,RENT,1500.0,MEDICAL,11.86,0.05670863105364637,2.0,616,Yes,0
25.0,female,Bachelor,150990.0,1,MORTGAGE,12000.0,PERSONAL,9.91,0.0794754619511226,3.0,650,No,0
22.0,male,High School,30072.0,0,OWN,4200.0,DEBTCONSOLIDATION,15.62,0.13966480446927373,2.0,663,Yes,0
24.0,male,Associate,28633.0,0,RENT,1500.0,DEBTCONSOLIDATION,7.68,0.05238710578702895,2.0,621,Yes,0
22.0,female,Associate,29616.0,3,RENT,1500.0,EDUCATION,18.79,0.0506482982171799,3.0,635,No,1
21.0,male,High School,29934.0,0,RENT,1500.0,EDUCATION,11.01,0.050110242533573865,3.0,504,Yes,0
24.0,male,Master,29813.0,4,RENT,1500.0,EDUCATION,11.01,0.05031362157448093,3.0,699,Yes,0
26.0,male,Associate,29986.0,0,RENT,1500.0,EDUCATION,14.54,0.050023344227306074,4.0,659,No,1
23.0,female,High School,29624.0,0,RENT,1500.0,VENTURE,11.49,0.0506346205779098,2.0,585,Yes,0
25.0,female,Associate,151165.0,3,MORTGAGE,14000.0,PERSONAL,11.01,0.0926140310257004,4.0,614,Yes,0
25.0,male,High School,150921.0,4,MORTGAGE,10000.0,VENTURE,5.99,0.0662598313024695,3.0,620,Yes,0
21.0,male,High School,30057.0,0,RENT,1500.0,EDUCATION,13.85,0.04990518015770037,4.0,627,Yes,0
23.0,female,Associate,151096.0,3,MORTGAGE,5000.0,EDUCATION,11.01,0.0330915444485625,2.0,638,No,0
26.0,male,Associate,31057.0,0,RENT,1500.0,DEBTCONSOLIDATION,14.7,0.04829829024052548,2.0,569,No,1
26.0,male,Associate,31218.0,2,RENT,1500.0,MEDICAL,13.49,0.04804920238324044,2.0,633,Yes,0
26.0,female,Bachelor,150986.0,5,OWN,6000.0,MEDICAL,5.42,0.03973878372829269,4.0,615,Yes,0
26.0,female,Associate,151107.0,3,MORTGAGE,10200.0,PERSONAL,7.49,0.06750183644702099,4.0,586,Yes,0
22.0,male,High School,32558.0,0,RENT,1500.0,EDUCATION,11.11,0.04607162602125438,3.0,535,Yes,0
24.0,female,Bachelor,151029.0,2,MORTGAGE,15000.0,PERSONAL,7.66,0.09931867389706613,3.0,650,No,0
21.0,female,High School,150747.0,0,MORTGAGE,6000.0,PERSONAL,5.79,0.0398017871002408,2.0,599,No,0
25.0,female,Master,64703.0,4,RENT,15000.0,EDUCATION,14.27,0.23182850872447955,2.0,605,No,0
25.0,male,High School,136700.0,1,MORTGAGE,5000.0,DEBTCONSOLIDATION,14.54,0.036576444769568395,2.0,666,No,1
26.0,male,Bachelor,151220.0,8,MORTGAGE,14800.0,PERSONAL,11.01,0.09787065203015474,3.0,542,Yes,0
26.0,female,Bachelor,136740.0,0,MORTGAGE,12000.0,PERSONAL,7.29,0.0877577885037297,2.0,605,No,1
26.0,male,Bachelor,64743.0,1,RENT,15000.0,VENTURE,10.39,0.2316852787173903,4.0,608,Yes,0
25.0,female,Associate,150996.0,2,MORTGAGE,12000.0,PERSONAL,11.11,0.07947230390209012,3.0,690,Yes,0
23.0,male,High School,65583.0,1,RENT,15000.0,EDUCATION,13.47,0.22871780796852842,2.0,560,Yes,0
26.0,male,Associate,58378.0,8,RENT,15000.0,PERSONAL,18.64,0.2569461098358971,3.0,640,No,1
25.0,male,High School,58478.0,4,RENT,15000.0,PERSONAL,17.49,0.2565067204760765,3.0,603,No,1
23.0,male,Associate,60034.0,1,RENT,15000.0,MEDICAL,15.99,0.24985841356564614,4.0,639,No,1
23.0,male,Bachelor,67378.0,0,RENT,15000.0,EDUCATION,14.83,0.22262459556531805,2.0,682,No,0
23.0,male,High School,151140.0,3,MORTGAGE,10000.0,MEDICAL,9.99,0.0661638216223369,2.0,664,Yes,0
24.0,male,High School,66743.0,0,RENT,15000.0,MEDICAL,11.14,0.22474266964325848,4.0,602,No,0
26.0,female,Associate,66901.0,5,RENT,15000.0,MEDICAL,11.12,0.22421189518841272,2.0,619,Yes,0
25.0,female,Bachelor,150663.0,1,OWN,12000.0,VENTURE,7.88,0.07964795603432827,3.0,668,No,0
23.0,male,Associate,136389.0,0,MORTGAGE,10000.0,DEBTCONSOLIDATION,10.38,0.07331969586990153,3.0,660,No,1
22.0,female,High School,59751.0,0,RENT,15000.0,MEDICAL,14.61,0.2510418235678064,3.0,599,No,1
26.0,male,Master,151107.0,4,MORTGAGE,15000.0,VENTURE,13.85,0.09926740653973674,3.0,667,Yes,0
26.0,male,Associate,151089.0,2,MORTGAGE,20000.0,DEBTCONSOLIDATION,13.11,0.13237231036011887,2.0,535,Yes,0
24.0,female,Bachelor,150872.0,3,MORTGAGE,10000.0,PERSONAL,10.99,0.0662813510790604,3.0,684,No,0
24.0,male,Bachelor,29744.0,3,OWN,6400.0,VENTURE,8.88,0.2151694459386767,4.0,631,Yes,0
22.0,male,High School,67029.0,0,RENT,15000.0,VENTURE,12.84,0.22378373539811128,3.0,554,Yes,0
21.0,female,Associate,151214.0,1,MORTGAGE,10000.0,PERSONAL,7.51,0.06613144285582023,2.0,561,Yes,0
24.0,male,Bachelor,66878.0,1,RENT,15000.0,PERSONAL,11.01,0.22428900385777087,2.0,631,Yes,0
22.0,female,Master,29931.0,1,OWN,1500.0,VENTURE,6.91,0.05011526510975243,4.0,691,No,0
24.0,male,High School,59962.0,2,RENT,15000.0,DEBTCONSOLIDATION,18.39,0.2501584336746606,4.0,655,No,1
22.0,male,Bachelor,29661.0,0,OWN,5000.0,MEDICAL,13.35,0.16857152489801422,4.0,607,Yes,0
26.0,male,Master,150898.0,2,MORTGAGE,7400.0,HOMEIMPROVEMENT,12.53,0.049039748704422854,2.0,678,Yes,0
25.0,male,Bachelor,67310.0,7,RENT,15000.0,EDUCATION,10.74,0.2228495023027782,2.0,645,Yes,0
24.0,female,Master,60869.0,0,RENT,15000.0,MEDICAL,15.68,0.24643085971512593,4.0,547,No,1
23.0,male,Bachelor,116405.0,0,MORTGAGE,15000.0,MEDICAL,19.13,0.12886044413899747,2.0,681,No,1
22.0,male,Bachelor,29787.0,3,OWN,3000.0,PERSONAL,13.61,0.10071507704703395,2.0,537,Yes,0
26.0,female,Bachelor,150631.0,5,MORTGAGE,16000.0,HOMEIMPROVEMENT,8.94,0.10621983522648061,4.0,607,No,0
21.0,female,Associate,60999.0,0,RENT,15000.0,HOMEIMPROVEMENT,15.7,0.24590567058476367,3.0,679,No,1
24.0,male,Bachelor,68051.0,0,RENT,15000.0,DEBTCONSOLIDATION,12.87,0.2204229181055385,2.0,594,Yes,0
25.0,female,Bachelor,151020.0,0,MORTGAGE,8000.0,MEDICAL,9.63,0.052973116143557146,2.0,631,No,0
25.0,female,High School,151243.0,1,MORTGAGE,14000.0,HOMEIMPROVEMENT,14.42,0.09256626752973691,4.0,652,Yes,0
23.0,female,High School,150728.0,0,OTHER,7500.0,VENTURE,8.0,0.04975850538718752,4.0,543,Yes,0
22.0,female,Master,151163.0,4,MORTGAGE,10000.0,VENTURE,11.01,0.06615375455633984,2.0,660,Yes,0
25.0,male,Associate,150748.0,0,MORTGAGE,12000.0,HOMEIMPROVEMENT,11.01,0.07960304614323241,3.0,630,No,0
26.0,male,High School,151202.0,2,MORTGAGE,9600.0,MEDICAL,5.79,0.06349122366106269,2.0,512,Yes,0
23.0,female,Master,29579.0,2,OWN,7000.0,EDUCATION,11.86,0.23665438317725412,4.0,637,Yes,0
25.0,male,Associate,69344.0,4,RENT,15000.0,EDUCATION,13.85,0.21631287494231657,4.0,677,Yes,0
22.0,male,Master,29694.0,0,OWN,6000.0,EDUCATION,11.49,0.2020610224287735,4.0,578,Yes,0
23.0,male,Bachelor,30036.0,0,OWN,5000.0,VENTURE,10.38,0.16646690637901185,4.0,594,Yes,0
25.0,male,High School,150848.0,6,MORTGAGE,15000.0,HOMEIMPROVEMENT,7.88,0.09943784471786168,3.0,607,No,0
22.0,female,Bachelor,151143.0,1,OTHER,10000.0,VENTURE,14.74,0.06616250835301668,2.0,688,No,0
22.0,female,High School,151835.0,0,MORTGAGE,9000.0,MEDICAL,10.99,0.05927487074785129,4.0,651,Yes,0
25.0,male,High School,151958.0,6,MORTGAGE,15000.0,EDUCATION,7.9,0.09871148606851893,3.0,602,Yes,0
25.0,male,Master,152144.0,2,MORTGAGE,10200.0,VENTURE,11.01,0.06704174992112735,4.0,688,Yes,0
24.0,female,Bachelor,152448.0,0,MORTGAGE,11800.0,MEDICAL,11.01,0.07740344248530646,2.0,653,Yes,0
22.0,male,High School,152254.0,0,MORTGAGE,3600.0,EDUCATION,15.99,0.023644698989845916,3.0,567,Yes,0
26.0,female,Associate,137550.0,0,MORTGAGE,6000.0,HOMEIMPROVEMENT,10.0,0.04362050163576881,2.0,611,No,1
25.0,male,Associate,152135.0,3,MORTGAGE,6000.0,DEBTCONSOLIDATION,6.92,0.03943865645643672,3.0,663,Yes,0
24.0,female,Bachelor,64370.0,3,RENT,15000.0,DEBTCONSOLIDATION,16.77,0.2330278079850862,2.0,657,No,1
26.0,male,Bachelor,152348.0,2,MORTGAGE,11000.0,PERSONAL,7.14,0.07220311392338594,4.0,618,Yes,0
23.0,female,Bachelor,29899.0,1,OWN,7000.0,EDUCATION,7.14,0.2341215425265059,3.0,669,No,0
26.0,male,Associate,29538.0,6,OWN,2500.0,MEDICAL,11.83,0.08463673911571536,4.0,638,Yes,0
26.0,male,Bachelor,152217.0,4,MORTGAGE,7500.0,HOMEIMPROVEMENT,13.92,0.049271763337866335,3.0,673,No,0
23.0,female,Bachelor,72828.0,0,RENT,15000.0,MEDICAL,11.01,0.20596473883671115,4.0,665,Yes,0
25.0,male,Associate,152739.0,0,MORTGAGE,2000.0,EDUCATION,11.01,0.013094232645231407,2.0,591,Yes,0
22.0,female,High School,72663.0,0,RENT,15000.0,MEDICAL,11.71,0.20643243466413444,4.0,659,Yes,0
23.0,male,Associate,118114.0,2,MORTGAGE,6950.0,MEDICAL,13.67,0.05884145825219703,2.0,532,No,1
25.0,male,Bachelor,153310.0,1,MORTGAGE,6000.0,PERSONAL,9.91,0.039136390320266126,2.0,641,Yes,0
26.0,male,Bachelor,153665.0,7,MORTGAGE,6000.0,EDUCATION,5.42,0.03904597663749065,3.0,638,No,0
26.0,male,High School,153415.0,1,MORTGAGE,4900.0,DEBTCONSOLIDATION,11.01,0.03193951047811492,3.0,619,Yes,0
25.0,male,Bachelor,118432.0,4,OWN,20000.0,MEDICAL,17.39,0.16887327749256958,3.0,662,No,1
24.0,male,Master,139108.0,0,MORTGAGE,12000.0,DEBTCONSOLIDATION,15.05,0.08626391005549645,4.0,681,No,1
26.0,male,Bachelor,154022.0,5,MORTGAGE,10000.0,HOMEIMPROVEMENT,7.51,0.06492578982223318,3.0,530,Yes,0
22.0,male,Associate,154024.0,1,MORTGAGE,15000.0,MEDICAL,7.49,0.09738742014231548,4.0,675,Yes,0
23.0,male,High School,65758.0,0,RENT,15000.0,MEDICAL,15.27,0.2281091274065513,2.0,635,No,1
25.0,male,High School,154377.0,2,MORTGAGE,12000.0,DEBTCONSOLIDATION,7.88,0.07773178647078256,2.0,664,Yes,0
24.0,male,Bachelor,154651.0,2,MORTGAGE,12000.0,EDUCATION,6.03,0.0775940666403709,3.0,701,No,0
26.0,male,High School,73249.0,4,RENT,15000.0,DEBTCONSOLIDATION,6.03,0.2047809526409917,3.0,638,No,0
23.0,male,Bachelor,154696.0,3,MORTGAGE,6000.0,EDUCATION,7.49,0.03878574753064074,2.0,560,No,0
23.0,male,High School,154556.0,4,MORTGAGE,4800.0,EDUCATION,12.99,0.03105670436605502,2.0,630,No,0
26.0,male,Bachelor,140055.0,6,MORTGAGE,5000.0,VENTURE,11.01,0.035700260611902464,3.0,653,No,1
22.0,female,High School,154424.0,0,MORTGAGE,21600.0,VENTURE,6.91,0.1398746308863907,4.0,516,Yes,0
23.0,male,High School,154495.0,1,MORTGAGE,3000.0,VENTURE,14.72,0.019418104145765235,4.0,595,No,0
25.0,female,Associate,155104.0,0,MORTGAGE,15000.0,HOMEIMPROVEMENT,12.53,0.0967093047245719,3.0,612,Yes,0
22.0,male,Master,73217.0,0,RENT,15000.0,EDUCATION,11.71,0.20487045358318423,3.0,620,Yes,0
23.0,male,High School,156614.0,1,OWN,13500.0,PERSONAL,5.42,0.08619919036612309,2.0,663,Yes,0
25.0,male,Associate,156327.0,2,MORTGAGE,3000.0,PERSONAL,11.12,0.019190542900458653,3.0,651,Yes,0
25.0,male,Bachelor,156864.0,4,MORTGAGE,7500.0,VENTURE,11.86,0.04781211750305998,3.0,513,Yes,0
24.0,female,High School,73021.0,3,RENT,15000.0,HOMEIMPROVEMENT,13.99,0.20542035852699908,4.0,512,Yes,0
22.0,female,High School,73133.0,0,RENT,15000.0,EDUCATION,10.59,0.20510576620677395,3.0,586,No,0
25.0,male,Associate,73210.0,4,RENT,15000.0,DEBTCONSOLIDATION,12.99,0.2048900423439421,4.0,599,Yes,0
22.0,male,High School,157127.0,1,MORTGAGE,3000.0,PERSONAL,13.49,0.019092835731605643,2.0,580,Yes,0
23.0,female,Master,73078.0,0,RENT,15000.0,DEBTCONSOLIDATION,11.11,0.2052601330085662,2.0,587,Yes,0
26.0,male,Master,157022.0,2,MORTGAGE,3000.0,PERSONAL,17.58,0.019105603036517177,3.0,605,Yes,0
24.0,male,Bachelor,72726.0,3,RENT,15000.0,VENTURE,6.17,0.20625360943816518,3.0,646,Yes,0
24.0,female,High School,157024.0,1,MORTGAGE,6000.0,VENTURE,6.62,0.03821071938047687,2.0,550,Yes,0
22.0,female,High School,73162.0,0,RENT,15000.0,MEDICAL,13.35,0.20502446625297285,3.0,650,No,0
26.0,female,Bachelor,156845.0,5,MORTGAGE,10000.0,PERSONAL,6.03,0.06375721253466798,2.0,680,Yes,0
24.0,male,Master,156630.0,0,MORTGAGE,5000.0,DEBTCONSOLIDATION,12.42,0.031922364808785034,2.0,607,Yes,0
26.0,male,Bachelor,156860.0,5,MORTGAGE,18000.0,MEDICAL,7.9,0.1147520081601428,2.0,624,Yes,0
22.0,male,High School,72745.0,1,RENT,15000.0,MEDICAL,11.01,0.20619973881366416,4.0,609,Yes,0
26.0,male,Master,157012.0,4,MORTGAGE,6500.0,VENTURE,15.99,0.04139810969862176,3.0,620,Yes,0
24.0,male,Bachelor,156669.0,0,MORTGAGE,7000.0,DEBTCONSOLIDATION,11.99,0.04468018561425681,3.0,627,Yes,0
24.0,male,Bachelor,73063.0,1,RENT,15000.0,HOMEIMPROVEMENT,13.85,0.20530227338050724,2.0,508,Yes,0
25.0,male,High School,73005.0,1,RENT,15000.0,DEBTCONSOLIDATION,11.01,0.20546537908362442,3.0,656,Yes,0
26.0,male,High School,157233.0,5,MORTGAGE,8600.0,MEDICAL,5.99,0.05469589717171332,3.0,579,Yes,0
23.0,male,Associate,72776.0,0,RENT,15000.0,PERSONAL,14.22,0.20611190502363416,2.0,651,Yes,0
24.0,male,High School,73423.0,2,RENT,15000.0,DEBTCONSOLIDATION,11.83,0.2042956566743391,3.0,572,No,0
24.0,male,Bachelor,157145.0,3,MORTGAGE,6000.0,DEBTCONSOLIDATION,10.59,0.038181297527760984,2.0,636,Yes,0
25.0,male,Master,157114.0,2,MORTGAGE,8000.0,HOMEIMPROVEMENT,13.49,0.05091844138650916,4.0,692,Yes,0
23.0,female,Bachelor,73062.0,0,RENT,15000.0,VENTURE,11.83,0.20530508335386385,3.0,697,Yes,0
23.0,female,High School,156961.0,2,MORTGAGE,15000.0,EDUCATION,12.87,0.09556514038519122,4.0,669,No,0
25.0,female,Bachelor,156942.0,5,MORTGAGE,15000.0,EDUCATION,11.14,0.09557670986733953,3.0,698,Yes,0
23.0,male,Bachelor,157069.0,0,MORTGAGE,6000.0,MEDICAL,5.42,0.038199772074693286,2.0,667,No,0
25.0,male,Master,156853.0,0,MORTGAGE,3000.0,HOMEIMPROVEMENT,5.42,0.019126188214442823,2.0,519,Yes,0
23.0,female,High School,156992.0,2,MORTGAGE,6800.0,EDUCATION,8.49,0.04331430900937627,3.0,645,Yes,0
23.0,female,Master,157029.0,0,MORTGAGE,5000.0,MEDICAL,14.79,0.0318412522527686,3.0,607,Yes,0
22.0,female,Associate,157116.0,0,MORTGAGE,14500.0,EDUCATION,11.01,0.09228850021640062,4.0,667,Yes,0
22.0,female,Bachelor,73148.0,0,RENT,15000.0,EDUCATION,14.26,0.20506370645813965,4.0,617,Yes,0
22.0,female,High School,66171.0,0,RENT,15000.0,EDUCATION,16.7,0.22668540599356213,4.0,595,No,1
23.0,female,High School,73680.0,1,RENT,15000.0,EDUCATION,10.83,0.20358306188925082,2.0,649,No,0
23.0,male,High School,156952.0,0,MORTGAGE,5000.0,EDUCATION,5.79,0.0318568734390132,4.0,634,Yes,0
23.0,male,High School,156880.0,3,MORTGAGE,6000.0,DEBTCONSOLIDATION,5.79,0.0382457929627741,3.0,671,Yes,0
25.0,male,Master,156948.0,6,MORTGAGE,6325.0,HOMEIMPROVEMENT,6.54,0.040299971965236894,3.0,711,Yes,0
24.0,male,Associate,156813.0,1,MORTGAGE,18500.0,EDUCATION,11.01,0.11797491279421987,2.0,612,Yes,0
22.0,male,Master,66639.0,1,RENT,15000.0,DEBTCONSOLIDATION,14.83,0.22509341376671319,4.0,655,No,1
24.0,male,Master,74056.0,2,RENT,15000.0,DEBTCONSOLIDATION,12.53,0.20254942205898238,2.0,646,Yes,0
24.0,male,Bachelor,156820.0,0,MORTGAGE,15000.0,HOMEIMPROVEMENT,7.88,0.09565106491518939,4.0,532,Yes,0
25.0,male,High School,156910.0,1,MORTGAGE,12000.0,VENTURE,7.51,0.07647696131540374,2.0,583,No,0
24.0,male,Master,74877.0,1,RENT,15000.0,HOMEIMPROVEMENT,18.25,0.20032853880363796,4.0,693,Yes,0
24.0,female,Bachelor,157067.0,0,MORTGAGE,13000.0,PERSONAL,13.61,0.08276722672490083,4.0,625,No,0
25.0,male,Master,156701.0,4,MORTGAGE,20000.0,VENTURE,13.48,0.1276316041378166,2.0,656,Yes,0
24.0,female,High School,74942.0,0,RENT,15000.0,DEBTCONSOLIDATION,11.01,0.20015478636812467,4.0,637,Yes,0
26.0,male,High School,156977.0,8,MORTGAGE,4000.0,MEDICAL,10.99,0.025481439956171924,3.0,647,No,0
23.0,male,High School,68174.0,2,RENT,15000.0,DEBTCONSOLIDATION,12.69,0.22002522955965617,4.0,587,No,1
23.0,male,Bachelor,157363.0,3,MORTGAGE,10000.0,PERSONAL,11.36,0.06354733959062804,3.0,638,Yes,0
23.0,male,Bachelor,156769.0,0,MORTGAGE,20000.0,EDUCATION,10.62,0.12757624275207471,4.0,655,Yes,0
